sample_id,tool,file,line,col,rule,severity,message,layer,context,label,notes
463,validate-actions,tauri-apps_tauri_udeps.yml,33,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   31:       bundler: ${{ steps.filter.outputs.bundler }}\n   32:       cli: ${{ steps.filter.outputs.cli }}\n>  33:     steps:\n   34:       - uses: actions/checkout@v4\n   35:       - uses: dorny/paths-filter@v3,TP,outdated / unpinned action
464,validate-actions,tauri-apps_tauri_udeps.yml,34,8,action-version,warning,Action dorny/paths-filter uses v3 (resolves to v3.0.3) which is major version outdated. Current latest is v4.0.1.,registry,   32:       cli: ${{ steps.filter.outputs.cli }}\n   33:     steps:\n>  34:       - uses: actions/checkout@v4\n   35:       - uses: dorny/paths-filter@v3\n   36:         id: filter,TP,outdated / unpinned action
465,validate-actions,tauri-apps_tauri_udeps.yml,76,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   74:       needs.changes.outputs.macossign == 'true'\n   75: \n>  76:     steps:\n   77:       - uses: actions/checkout@v4\n   78: ,TP,outdated / unpinned action
466,validate-actions,tauri-apps_tauri_udeps.yml,85,8,action-version,warning,Action actions/upload-artifact uses v4 (resolves to v4.6.2) which is major version outdated. Current latest is v7.0.1.,registry,   83:         run: cargo install cargo-udeps --locked --force\n   84: \n>  85:       - name: Upload udeps\n   86:         uses: actions/upload-artifact@v4\n   87:         with:,TP,outdated / unpinned action
467,validate-actions,tauri-apps_tauri_udeps.yml,127,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,  125:       matrix:\n  126:         path: ${{ fromJson(needs.setup.outputs.matrix) }}\n> 127:     steps:\n  128:       - uses: actions/checkout@v4\n  129: ,TP,outdated / unpinned action
468,validate-actions,tauri-apps_tauri_udeps.yml,140,8,action-version,warning,Action actions/download-artifact uses v4.1.7 which is major version outdated. Current latest is v8.0.1.,registry,  138:       - uses: Swatinem/rust-cache@v2\n  139: \n> 140:       - name: Download udeps\n  141:         uses: actions/download-artifact@v4.1.7\n  142:         with:,TP,outdated / unpinned action
469,actionlint,tauri-apps_tauri_udeps.yml,73,9,expression,error,"property ""macossign"" is not defined in object type {build: string; bundler: string; cli: string; codegen: string; macros: string; runtime: string; tauri: string; utils: string; wry: string}",execution,   71:       needs.changes.outputs.utils == 'true' ||\n   72:       needs.changes.outputs.bundler == 'true' ||\n>  73:       needs.changes.outputs.cli == 'true' ||\n   74:       needs.changes.outputs.macossign == 'true'\n   75: ,TP,unresolved property reference
470,actionlint,tauri-apps_tauri_udeps.yml,104,26,expression,error,"property ""macossign"" is not defined in object type {build: string; bundler: string; cli: string; codegen: string; macros: string; runtime: string; tauri: string; utils: string; wry: string}",execution,  102:           BUNDLER: ${{ needs.changes.outputs.bundler == 'true' }}\n  103:           CLI: ${{ needs.changes.outputs.cli == 'true' }}\n> 104:           MACOSSIGN: ${{ needs.changes.outputs.macossign == 'true' }}\n  105:         run: |\n  106:           crates=(),TP,unresolved property reference
471,validate-actions,tensorflow_tensorflow_issue-on-pr-rollback.yml,35,8,action-version,warning,Action actions/checkout uses commit SHA (corresponds to v4.2.2) which is major version outdated. Current latest is v6.0.2.,registry,"   33:       startsWith(github.event.head_commit.message, 'Rollback of PR #')\n   34:     steps:\n>  35:       - name: Checkout repo\n   36:         uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683 # v4.2.2\n   37:       - name: Create a new Github Issue",TP,outdated / unpinned action
472,validate-actions,tensorflow_tensorflow_issue-on-pr-rollback.yml,37,8,action-version,warning,Action actions/github-script uses commit SHA (corresponds to v7.0.1) which is major version outdated. Current latest is v9.0.0.,registry,   35:       - name: Checkout repo\n   36:         uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683 # v4.2.2\n>  37:       - name: Create a new Github Issue\n   38:         uses: actions/github-script@60a0d83039c74a4aee543508d2ffcb1c3799cdea # v7.0.1\n   39:         with:,TP,outdated / unpinned action
473,validate-actions,twbs_bootstrap_browserstack.yml,24,8,action-version,warning,Action actions/checkout uses commit SHA (corresponds to v4.2.2) which is major version outdated. Current latest is v6.0.2.,registry,   22: \n   23:     steps:\n>  24:       - name: Clone repository\n   25:         uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683 # v4.2.2\n   26:         with:,TP,outdated / unpinned action
474,validate-actions,twbs_bootstrap_browserstack.yml,29,8,action-version,warning,Action actions/setup-node uses commit SHA (corresponds to v4.4.0) which is major version outdated. Current latest is v6.3.0.,registry,   27:           persist-credentials: false\n   28: \n>  29:       - name: Set up Node.js\n   30:         uses: actions/setup-node@49933ea5288caeca8642d1e84afbd3f7d6820020 # v4.4.0\n   31:         with:,TP,outdated / unpinned action
475,validate-actions,twbs_bootstrap_codeql.yml,26,8,action-version,warning,Action actions/checkout uses commit SHA (corresponds to v4.2.2) which is major version outdated. Current latest is v6.0.2.,registry,   24: \n   25:     steps:\n>  26:       - name: Checkout repository\n   27:         uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683 # v4.2.2\n   28:         with:,TP,outdated / unpinned action
476,validate-actions,twbs_bootstrap_codeql.yml,31,8,action-version,warning,Action github/codeql-action/init uses commit SHA which may be outdated. Current latest version is v4.35.2. Consider using versioned tags.,registry,   29:           persist-credentials: false\n   30: \n>  31:       - name: Initialize CodeQL\n   32:         uses: github/codeql-action/init@51f77329afa6477de8c49fc9c7046c15b9a4e79d # v3.29.5\n   33:         with:,TP,outdated / unpinned action
477,validate-actions,twbs_bootstrap_codeql.yml,38,8,action-version,warning,Action github/codeql-action/autobuild uses commit SHA which may be outdated. Current latest version is v4.35.2. Consider using versioned tags.,registry,   36:           queries: +security-and-quality\n   37: \n>  38:       - name: Autobuild\n   39:         uses: github/codeql-action/autobuild@51f77329afa6477de8c49fc9c7046c15b9a4e79d # v3.29.5\n   40: ,TP,outdated / unpinned action
478,validate-actions,twbs_bootstrap_codeql.yml,41,8,action-version,warning,Action github/codeql-action/analyze uses commit SHA which may be outdated. Current latest version is v4.35.2. Consider using versioned tags.,registry,   39:         uses: github/codeql-action/autobuild@51f77329afa6477de8c49fc9c7046c15b9a4e79d # v3.29.5\n   40: \n>  41:       - name: Perform CodeQL Analysis\n   42:         uses: github/codeql-action/analyze@51f77329afa6477de8c49fc9c7046c15b9a4e79d # v3.29.5\n   43:         with:,TP,outdated / unpinned action
479,validate-actions,vercel_next.js_create_release_branch.yml,13,4,events-syntax-error,error,Unknown workflow_dispatch attribute: secrets,syntax,   11:         type: string\n   12:         required: true\n>  13: \n   14:     secrets:\n   15:       RELEASE_BOT_GITHUB_TOKEN:,TP,schema violation on on.* event
480,validate-actions,vercel_next.js_create_release_branch.yml,36,8,action-version,warning,Action actions/setup-node uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.3.0.,registry,   34: \n   35:     steps:\n>  36:       - name: Setup node\n   37:         uses: actions/setup-node@v4\n   38:         with:,TP,outdated / unpinned action
481,validate-actions,vercel_next.js_create_release_branch.yml,62,8,action-version,warning,Action actions/cache uses v4 (resolves to v4.3.0) which is major version outdated. Current latest is v5.0.5.,registry,   60:       - id: get-store-path\n   61:         run: echo STORE_PATH=$(pnpm store path) >> $GITHUB_OUTPUT\n>  62: \n   63:       - uses: actions/cache@v4\n   64:         timeout-minutes: 5,TP,outdated / unpinned action
482,actionlint,vercel_next.js_create_release_branch.yml,14,5,syntax-check,error,"expected ""inputs"" key for ""workflow_dispatch"" section but got ""secrets""",syntax,   12:         required: true\n   13: \n>  14:     secrets:\n   15:       RELEASE_BOT_GITHUB_TOKEN:\n   16:         required: true,TP,explicit schema mismatch
483,validate-actions,yangshun_tech-interview-handbook_tsc.yml,22,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   20:     runs-on: ubuntu-latest\n   21:     steps:\n>  22:       - name: Checkout\n   23:         uses: actions/checkout@v3\n   24:       - name: Set up Node,TP,outdated / unpinned action
484,validate-actions,yangshun_tech-interview-handbook_tsc.yml,24,8,action-version,warning,Action actions/setup-node uses v3 (resolves to v3.9.1) which is major version outdated. Current latest is v6.3.0.,registry,   22:       - name: Checkout\n   23:         uses: actions/checkout@v3\n>  24:       - name: Set up Node\n   25:         uses: actions/setup-node@v3\n   26:         with:,TP,outdated / unpinned action
485,actionlint,yangshun_tech-interview-handbook_tsc.yml,23,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   21:     steps:\n   22:       - name: Checkout\n>  23:         uses: actions/checkout@v3\n   24:       - name: Set up Node\n   25:         uses: actions/setup-node@v3,TP,deprecated Node runner version
486,actionlint,yangshun_tech-interview-handbook_tsc.yml,25,15,action,error,"the runner of ""actions/setup-node@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   23:         uses: actions/checkout@v3\n   24:       - name: Set up Node\n>  25:         uses: actions/setup-node@v3\n   26:         with:\n   27:           node-version: '16',TP,deprecated Node runner version
487,validate-actions,yt-dlp_yt-dlp_quick-test.yml,11,6,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,"    9:     if: ""!contains(github.event.head_commit.message, 'ci skip all')""\n   10:     runs-on: ubuntu-latest\n>  11:     steps:\n   12:     - uses: actions/checkout@v4\n   13:     - name: Set up Python 3.9",TP,outdated / unpinned action
488,validate-actions,yt-dlp_yt-dlp_quick-test.yml,13,6,action-version,warning,Action actions/setup-python uses v5 (resolves to v5.6.0) which is major version outdated. Current latest is v6.2.0.,registry,   11:     steps:\n   12:     - uses: actions/checkout@v4\n>  13:     - name: Set up Python 3.9\n   14:       uses: actions/setup-python@v5\n   15:       with:,TP,outdated / unpinned action
489,validate-actions,yt-dlp_yt-dlp_quick-test.yml,28,6,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,"   26:     if: ""!contains(github.event.head_commit.message, 'ci skip all')""\n   27:     runs-on: ubuntu-latest\n>  28:     steps:\n   29:     - uses: actions/checkout@v4\n   30:     - uses: actions/setup-python@v5",TP,outdated / unpinned action
490,validate-actions,yt-dlp_yt-dlp_quick-test.yml,29,6,action-version,warning,Action actions/setup-python uses v5 (resolves to v5.6.0) which is major version outdated. Current latest is v6.2.0.,registry,   27:     runs-on: ubuntu-latest\n   28:     steps:\n>  29:     - uses: actions/checkout@v4\n   30:     - uses: actions/setup-python@v5\n   31:       with:,TP,outdated / unpinned action
491,validate-actions,yt-dlp_yt-dlp_release-nightly.yml,14,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   12:     outputs:\n   13:       commit: ${{ steps.check_for_new_commits.outputs.commit }}\n>  14:     steps:\n   15:       - uses: actions/checkout@v4\n   16:         with:,TP,outdated / unpinned action
492,validate-actions,yt-dlp_yt-dlp_release-nightly.yml,52,8,action-version,warning,Action actions/download-artifact uses v4 (resolves to v4.3.0) which is major version outdated. Current latest is v8.0.1.,registry,   50:       id-token: write  # mandatory for trusted publishing\n   51:     steps:\n>  52:       - name: Download artifacts\n   53:         uses: actions/download-artifact@v4\n   54:         with:,TP,outdated / unpinned action
493,validate-actions,yt-dlp_yt-dlp_release-nightly.yml,57,8,marketplace,warning,Couldn't fetch metadata for pypa/gh-action-pypi-publish@release/v1. Continuing validation without input validation.,registry,   55:           path: dist\n   56:           name: build-pypi\n>  57:       - name: Publish to PyPI\n   58:         uses: pypa/gh-action-pypi-publish@release/v1\n   59:         with:,INFRA,network: no GH_TOKEN; not a validation finding
